emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7
-7.339555440974262268e+00,-1.033661671595755926e+01,-1.221575644031118024e+01,5.468588507196325388e+00,1.134462568376602292e+02,6.307169404187195028e+01,-5.944978044555995211e+00,-5.762132704010601181e+00
-6.194575872468027100e+00,1.698660603969122995e+00,3.725927791791558974e+00,9.934733635973863386e+00,1.240716876354993587e+02,8.090254290971616058e+01,-1.003558804516930714e+01,-8.948894575562846398e+00
-4.018253108648220717e+00,1.714841695209673844e+01,1.448581249839848795e+01,-2.590398597877969777e+00,6.915613123495819536e+01,9.026774915850442937e+01,-4.392570564783683906e+00,-6.399135218909847822e+00
5.674175892769381058e+00,2.261631139065447726e+01,1.435930832929567913e+00,-5.944536536741574650e+01,-1.448731388133158475e+02,3.016954889151198671e+01,1.286784585041662510e+01,9.575728129058646232e+00
5.374409884034126783e+00,5.066646317734317506e+00,-6.053544225257969202e+00,-2.138556957642959588e+01,-1.618595961054893166e+02,-6.166145122669161083e+01,3.320810488617533807e+00,7.958518418358809576e+00
2.564178312368842860e+00,-2.478310266612305313e+01,-2.424173781714760167e+00,1.938315703281888247e+01,-3.958619232424122458e+01,-8.990211554489502532e+01,-8.958081331694524252e+00,-1.513136296564638661e+00
2.301881537076583495e+00,-1.238459898268064308e+01,6.295789764259078325e+00,-3.218852190233858934e+00,2.410499024997552198e+01,-5.720605214349555467e+01,-7.662420396725014626e+00,-4.759555456947924590e+00
3.350303675316187224e+00,-3.863026162345970960e+00,-9.034849516908940004e+00,-1.188938641550435982e+01,4.376988192687586832e+01,-2.195100192748591894e+01,2.260059802219513081e+00,1.040184226275798096e+00
-6.710400893334969474e+00,1.615243403871227201e+01,1.109720889382425213e+01,5.305204816184942018e+01,8.461347859791310100e+01,2.626624677659306428e+01,-1.952965035284438322e+00,-6.211015565633162261e+00
-8.606464794914931105e+00,1.023005899331456980e+01,1.178371356293748740e+01,5.504145213698251382e+01,9.693848444250717478e+01,6.572659904135556985e+01,-5.404422732220471204e+00,-8.767895950935139737e+00
-1.326397254381630830e+01,-1.300675480187456756e+01,8.490260655804108936e+00,5.556124186916404994e+01,1.266152435058736501e+02,8.344036645807767627e+01,-1.123802963059489102e+01,-1.320697511344157604e+01
-1.729136895487545900e+01,-1.240947655365287261e+01,3.322287031022478132e+00,3.020988127502473475e+01,4.375084338071157219e+01,8.024722299075530429e+01,-5.323118869692679667e+00,-1.054473880783317163e+01
-8.823685392533281657e+00,1.144786718071765286e+01,1.297580342453092150e+01,5.074800460617723274e-01,-4.528497678066014487e+01,6.036617649726514401e+01,-2.223516053248282276e-01,-4.549160922699740262e+00
9.596647715373304521e+00,5.928225465119834503e+00,1.097346554685995912e+01,3.734543770654209283e+00,-8.076538746077922326e+00,4.004117910575465800e+01,4.113036328855367962e+00,4.886759366599529031e+00
1.021625323397611140e+01,-2.583390785086545094e+01,-1.919690092489685185e+01,-8.818689766413449149e+00,6.306888306301854641e+01,-8.464829216647473231e+00,1.485930814246469112e+00,5.213461358586506833e+00
3.932697894796322480e+00,5.937327876843459862e+00,-1.323043477765530440e+01,6.182606937913152301e+00,2.987608111604629357e-01,-5.547997875561949144e+01,-3.110870888189771755e-01,1.362434473606819019e+00
8.151753543323666307e+00,3.308688854454806716e+01,-2.087319096455535927e+00,-4.051368890681867185e+01,-5.829359733564173496e+01,-7.897660310573469644e+01,8.052863835580859941e+00,8.581034010145332402e+00
7.773139518541150039e-02,3.900148349900762312e+00,1.000919847767431925e+00,-5.411377897559745520e+01,-6.864829766739849504e+01,-8.398527079174925802e+01,9.055047944031910490e+00,8.025548670795769723e+00
7.522340729189673780e-01,-1.292706434298848706e+01,4.915133860715966918e+00,9.436693608995753380e+00,-4.326853242531728228e+01,-5.621294340186897642e+01,4.099533057171445449e+00,4.198133126583379671e+00
9.352824195331248092e+00,-2.692935566236225498e+01,-3.322418386202675489e+00,1.283971812519695277e-01,-2.132154219768291625e+01,-1.874205910964757749e+01,1.991126216352136602e+00,6.459579590379961544e+00
1.023722862575601411e+01,2.047955069350795299e+00,-1.523175956030200595e+01,-8.504544468117342149e+01,-1.092327300775818202e+02,-8.350200427878164078e+00,4.279651873126177009e+00,1.022541936659064454e+01
8.588210000927871235e+00,2.616506689203483660e+01,-2.412114871622679857e+01,-9.259311175968237251e+01,-1.529510502755298944e+02,-9.870328734167877371e+00,5.024403143556503082e+00,7.953121587653390279e+00
3.191215040412759940e+00,-1.577139677029637532e+00,-4.195634912273465744e+00,-1.592436776255846098e+01,-2.174502871945310289e+01,-2.066305223194311580e+01,1.770414059820535790e+00,2.723698013936671991e+00
-1.926146735409659527e-01,-1.105819634824921849e+00,-1.553790790039172975e+00,-6.864174911711131699e-01,-1.124030401942903268e+00,8.125696190909295069e-01,2.532580690274910395e-01,2.084978500433276594e-02
5.414067055182179899e+00,4.682403464277317084e+01,2.596349558482827291e+01,-5.223454525996544362e+00,5.882930913904174020e+01,-4.165185665578963636e+00,1.860550262403299460e+00,2.043859598437921754e+00
1.285956088366074113e+01,4.251289013551869544e+01,-7.334895002398403641e+00,-1.177158349693277444e+02,-1.518846801983025614e+02,-7.293849749876929422e+01,1.585574603722174558e+01,2.023733777927784061e+01
1.193138953958806958e+01,-2.770961437055101939e+01,-4.061573357496141057e+01,-1.520338879592343346e+02,-2.185475988919037036e+02,-1.007729582955612528e+02,1.849512750213389367e+01,2.249068848199715021e+01
2.403890788330255823e+00,-5.595770746585206723e+01,-3.001694528696474862e+01,-5.539119593664426588e+01,-1.179581073089509289e+02,-4.639114993204067616e+01,1.937017199875180395e+00,2.513526735684173730e+00
-8.374508657992915772e+00,-1.965843545567984307e+01,-1.333928285528937607e+01,1.359896371355382882e+01,4.370866083190195184e+01,3.346250933602584610e+01,-6.660278601927885234e+00,-1.005305638209097197e+01
-1.806460532989354384e+00,-2.252068642975806512e+01,-1.817771023891823390e+01,6.412640711862422904e-01,2.708454370671795175e+01,5.310574444447787101e+01,-6.115367895520975594e+00,-5.462508949272805836e+00
1.038763355948990608e-01,-4.880976865866500702e+00,-5.816716524426176704e+00,-1.640995747884090861e-01,3.403071546023265626e+01,4.545616471161602590e+01,-8.304279307301175805e+00,-4.056323371910915299e+00
-6.780939565736276542e+00,7.363951131221039503e+00,5.336421343532062878e+00,2.077625986548126491e+01,8.883817250168939950e+01,5.743066869064185909e+01,-5.687321630847399057e+00,-6.147668940421930017e+00
-1.490933245061872903e+01,4.205168538541631307e+00,1.438391934412635464e+00,5.114325731230423600e+01,1.351507268308175753e+02,5.812970653745377092e+01,-6.415099487652799581e+00,-1.152048203328162757e+01
-3.573626489643619841e+00,-9.374381901423550545e+00,9.308904281709635242e+00,4.720489784707044834e+01,8.269999558369759995e+01,2.913293489034694872e+01,3.759051296518603813e+00,3.758332560579251691e-01
1.026001022086831505e+01,-7.141168440051840705e+00,2.833071236537954007e-01,-2.110917979352854701e+01,-8.110378036064943785e+00,-3.492273150120354330e+01,8.339074647200627410e+00,9.035544120113005562e+00
1.528998729302252890e+01,1.645175215645026334e+00,-4.181315722684340486e+00,-3.280164965011780254e+01,-7.875182756293470732e+01,-7.017449055171630334e+01,1.097661441247567637e+01,1.272482616150331047e+01
6.433863240481792367e+00,4.827617657223660430e+00,2.445275236179789147e-02,2.103571651148637756e+01,-6.084768611925234438e+01,-5.794386002642508515e+01,4.165589231389944302e+00,4.276696660953474449e+00
2.341936677075175943e+00,7.051736856456611413e+00,2.088876843668133887e+01,3.666075586077263182e+01,2.729066657676523633e+01,-2.554659402820291447e+01,-2.037769632855489732e+00,-4.538995351768209119e-01
-2.314641987686414382e+00,3.089486989618490398e+01,3.221420571017031875e+01,1.855289977488606823e+01,1.855629642712700189e+01,-5.826421157796488615e+00,-8.284068849159840653e+00,-5.062136243671544911e+00
-3.504887501624660118e+00,3.507724586736112116e+01,1.146338473840274474e+01,-2.417204851121156395e+01,6.720505263327660295e+00,3.088681417704489718e+01,-4.059436572328701587e+00,-3.907171481462986762e+00
-1.567333160304618112e+00,2.528340293167471486e+01,9.146031031546577594e-01,-1.583009465184112941e+01,-2.121082333207028725e+01,5.383583842364584626e+01,3.021421988244997081e+00,8.961893544327224070e-01
3.806668126599693558e+00,-1.911860785699922616e+01,-1.398324393361087914e+01,-2.608623365268264749e+01,-1.357647964426170120e+02,3.033429430927298043e+01,1.077159720710016799e+01,8.327600992241201538e+00
-1.652714300704909434e-01,-2.130240218426474641e+01,-1.209932662605649156e+01,-1.183883937358723770e+01,-1.264791724759660099e+02,-3.821939884958343470e+00,5.892094252039674629e-01,1.069297794835632587e+00
3.995326583675966603e+00,5.078010321978820407e+00,2.035739740957986399e+01,2.166581654267756463e+01,-4.319617560983529359e+01,-3.810162426662951418e+01,-4.794704483668830619e+00,-2.277747299881590082e-01
4.419070046640202420e+00,7.973489779988818249e+00,1.015791219639875642e+01,-2.941382312450306102e+01,-6.442484365471749186e+01,-6.918035014897775170e+01,-4.029656968719389276e+00,1.129786270556243366e+00
7.107632114028134218e+00,1.940581374301445550e+01,-1.357974387998971366e+01,-6.670228176409455045e+01,-1.613560054463295330e+02,-7.796678149985469020e+01,6.989444028521387686e+00,9.779685164249642071e+00
-1.385123595299240895e+00,1.736118357047219263e+01,-2.265199448210681421e+00,8.134733201521655133e+00,-1.208392715132782058e+02,-7.040945378789781728e+01,2.027779362553994602e+00,2.460414743904444368e+00
-9.834510455485602876e+00,-1.820222753003024252e+01,5.958427885434209870e-01,4.925120750324559538e+01,9.262314638677160872e+01,-7.162807533377701930e-01,-2.580088362837735794e+00,-8.427819634182602826e+00
-1.272842402173324849e+01,-2.199942800935796683e+01,1.838990746353873718e+00,7.494722026191028874e+01,2.898176561226342756e+02,7.317664711035202174e+01,-7.478748019487947651e+00,-1.495406800553919702e+01
-2.938418744458147103e+00,-1.993596963852472115e+01,-8.514835217144385737e+00,7.403845438251469346e+00,1.713067619966760731e+02,7.077843936318186024e+01,-2.802746716624455736e+00,-5.176837027569477279e+00
-8.939545840179539127e-01,-1.788344857770192675e+01,-1.042355549914696589e+01,2.348154741965715431e+01,1.551908242755659444e+02,7.969171857390350056e+01,-3.239784684294201522e+00,-2.826971241991118156e+00
-8.813193989722332589e+00,-2.197334094157530870e+01,-2.180909003776633881e+01,1.808962821908527374e+01,1.578016580229409556e+02,8.119390917470964553e+01,-6.302231199084191715e+00,-7.176242772334916253e+00
-9.419155257703220485e+00,-1.468220788838540081e+01,-1.562126889222714432e+01,-2.629780214900184632e+01,1.040013851608349142e+02,7.051130557960522083e+01,-8.932202695197486442e-01,-3.327601650021732471e+00
5.096640121943494250e-01,8.945298989687781699e+00,1.589045948028250166e+00,-4.858466063280113190e+01,2.506941151810792690e+00,3.955497411835623467e+01,6.924498019499587542e+00,5.381830267650423494e+00
-6.017564952865783745e-01,2.646741438620768605e+00,1.465289709490939174e+00,8.970571816870567261e-01,2.683198501604000796e+01,2.938106727973341492e+00,-1.159040816979256316e+00,-1.100993955927476842e+00
-2.133151052749973076e-01,-6.020646818343653450e-01,-1.615795962937561558e+00,-4.745506061118868857e+00,-9.772583830503705826e+00,-5.756410731131396119e-01,6.827217855331016994e-01,1.903069463437754294e-01
-8.689611582124006972e+00,1.038141870439230985e+01,-1.128605831459354647e+01,-4.887533094132813716e+01,-2.226288758301580728e+01,-1.207392518433641371e+01,1.431817886470514445e+00,-2.988547981830871336e+00
-2.539181620868034983e+01,-4.814722240536679010e+01,-2.437390858076488698e+01,-6.051013496282520521e+01,4.483818669818487734e+01,4.206167783857767972e+01,8.022907698291843914e+00,-3.642793138375896689e+00
-3.362420191878118203e+01,-4.158015487459366710e+01,-3.704255384385218619e+00,2.608071401920128807e+01,9.418353674205656034e+01,7.674390221085114661e+01,-6.649806064639855130e+00,-1.830811666925506387e+01
-1.166558104418696828e+01,-1.654747672615933141e+01,1.727318090967001396e+01,9.326202643790489333e+01,3.885948147759121696e+01,8.767979956670535557e+01,-5.416453487840721337e+00,-1.126888462450542505e+01
5.242959721321561517e+00,-2.130407749387531169e+01,5.241320186502306910e+00,3.040209741770283003e+01,-6.725828005441573509e+01,7.992092098480685536e+01,5.927504764047524688e+00,3.895884631749570559e+00
2.570900783003578383e+00,-2.883321668171061702e+01,-1.328027195116936099e+01,-1.831033281315946226e+00,-2.187055190918503200e+00,7.652739208466817900e+01,-2.481610832380996001e+00,-2.856819468245045179e+00
-9.889046453878810539e+00,-2.439041868220279596e+01,-8.016491233091748825e+00,3.488603676506447471e+01,1.823662843676999614e+02,7.891088502066845933e+01,-1.017953126921409535e+01,-1.001262858028273683e+01
-6.907595992112406158e+00,2.412827721410771176e+01,1.114634514408145272e+01,1.313879713035990449e+01,1.612375963398762906e+02,4.334176025787441944e+01,-4.660661565126232198e+00,-3.474948260926010946e+00
-6.904941558107989152e+00,4.538372325056761269e+01,1.483784752976151822e+01,-3.033741141869604974e+01,-2.645329147847192530e+00,-2.493375282428372941e+01,1.590056262561638789e+00,-1.133496118417179233e+00
1.051337828147465636e+01,-9.863538843647674526e-01,-6.600771166777642307e+00,-8.042878128452525743e+01,-1.651980823086738042e+02,-8.565817845789877083e+01,1.610045582126292629e+01,1.439264220232303515e+01
1.939115088870389059e+01,-2.277262841939417370e+01,-3.416566087091188564e+01,-8.020123648079801626e+01,-2.172618924076358553e+02,-1.255043837230800250e+02,1.649861440663586265e+01,1.849729773736309113e+01
1.470246507518118229e+01,1.036795103257382245e+01,-1.560511383049258072e+01,1.402568674371246971e+01,-8.831314670294372604e+01,-1.025375112097976995e+02,-2.081071786006523539e+00,4.032349728072203376e+00
1.025597346503479024e+01,2.168584539381604515e+01,1.801510454084320756e+01,2.442550296577302049e+01,5.954909178810765980e+00,-5.701895209464740333e+01,-1.311361577017753177e+01,-4.532578787930221509e+00
-6.019356956599370534e+00,6.421164471032968279e+00,2.773801362555613537e+01,5.422906751716396201e+01,1.801141729236381082e+02,1.138661392816689499e+01,-1.672958312521226176e+01,-1.193273354721420176e+01
8.155614911787054666e-01,1.207499800420950109e+01,2.751329983979680804e+01,7.856407667500987202e+01,1.692544251499689096e+02,4.498733883724156613e+01,-8.430641990257731422e+00,-2.220387020976605452e+00
1.769681342844786620e+00,5.115818456135023951e+00,-5.957770086159221989e-01,4.717722850664291911e+01,4.636952352510926545e+01,5.218454713692364066e+01,5.254301187641505777e-01,3.128324400929102911e+00
3.168217179579913445e+00,4.241476944366800339e+00,-2.480239050502651921e+00,-1.072810826605081758e+01,-8.798439123627595393e+01,5.872140549531240339e+01,1.093668633929554801e+01,8.057350026172331425e+00
-2.933110492811911385e+00,3.219886890295200033e+00,-1.079002812270058520e+01,-3.965765845262083644e+01,-7.532213170816896763e+01,2.148770835212449271e+01,7.491297193516881947e+00,-1.008263492269536599e-01
-9.163154122070640284e+00,-3.553173588922293291e+00,-2.659353240849726685e+00,-3.423935696922682581e+01,-7.501166447240876778e+00,-2.590248859559476102e+01,-8.702681321644973877e-01,-9.916475011600384804e+00
1.914477840600919301e+00,-4.577388148072892626e+00,2.429571884987320018e+00,-1.706664553540133511e+01,-5.310917956530035156e+01,-7.427007045599924595e+01,5.053283632527072022e+00,2.558075800685611245e+00
1.903790627768345800e+01,-1.163957223531344454e+00,1.475060054130918896e-01,-4.632424265041859712e+01,-2.117341687265711130e+02,-1.226893637907791117e+02,1.383049017571922690e+01,1.715555931104525200e+01
1.338362646414314305e+01,-1.471952979095051628e+00,-1.891560769704006972e+01,-4.210687463845649603e+01,-2.462292682130574235e+02,-1.258899672407541033e+02,4.272058669069125791e+00,1.321124485814532257e+01
-8.474807728939596885e+00,-1.315168956730987215e+00,-2.953831951625215879e+01,-1.482675608506266229e+01,-9.695300077478127321e+01,-3.589652393927043050e+01,-1.300990980614609605e+00,1.908969497141036697e+00
-2.378292770561608904e+01,7.020376228389427986e+00,-2.017240278163765055e+00,2.223520398099725526e+01,1.694996610655175857e+02,7.995206839832785306e+01,-6.217438626944153945e+00,-1.298112479069190073e+01
-1.154162012854576957e+01,-1.047449342520917259e+00,6.078453364915432644e+00,-3.149778193619684430e+01,1.671409652225649438e+02,1.092371589882745866e+02,-3.088980015334995333e+00,-8.785511103440292402e+00
-3.410923903009999592e+00,-1.098235728852378479e+01,7.398430444055218658e+00,-9.917186064827259173e+00,1.621583594162297572e+02,1.212593436578197981e+02,-5.360036638378647744e+00,-7.742493101046542314e+00
-2.750306307252696314e+00,-1.422754179974126032e+01,1.727733278961133223e+01,6.306035224141039208e+01,1.681411593163198290e+02,1.029613343690767664e+02,-1.126584568571625411e+01,-1.132571351071456789e+01
1.060168854843324127e-01,-3.037373171246816383e+00,2.288573611246449957e+01,9.894168597108954089e+01,9.529138648090786035e+01,7.560721470329356464e+01,-3.017124214058520160e+00,-2.906504172832879540e+00
6.664389279422060497e-01,-9.127820211952712981e+00,6.859777430550835220e+00,3.751144929029054254e+01,6.614340997394735666e+01,4.481218355806319664e+01,1.629463513549946896e+00,1.911566853609746097e+00
1.923707600279329188e+00,4.594558059900836433e+00,2.293165323744215556e+00,-2.068181606190580624e+01,2.814566874527302787e+01,4.832549307187960608e+00,6.206627561419995054e-01,1.746000106820218889e+00
6.715326479518879399e-02,-6.269531805523165247e-02,1.706909407153890612e+00,1.480056297504197005e+01,3.311533287899724343e+01,9.282941973149235082e+00,-2.154709973860379879e+00,-6.767035748250411764e-01
-5.976950796567059854e-02,-3.323923236131207659e-01,-6.751140161783890647e-01,-1.139250803274943991e+00,-1.495508014256458296e+00,-6.171404106261917377e-01,3.994265673416208529e-03,1.433583659329684679e-02
-1.180698170084127518e+01,9.545127118495964069e+00,9.021798509702561475e+00,1.824977181050883246e+00,1.097244443582382019e+02,5.613823875549380205e+01,-3.533688890108731329e+00,-9.184764908680625339e+00
-1.561637729942973607e+01,4.662555963627886513e+01,2.444993463677003476e+01,6.631541166189485637e+00,1.814565095049125603e+02,1.199620570496345238e+02,-4.799349249884254043e+00,-1.440613382387857122e+01
-6.095246427256591382e+00,4.057940353619729734e+01,1.754168423294712298e+01,2.436391595717185155e+01,1.092355298926246974e+02,1.377647398644646444e+02,2.456302340502767745e+00,-4.202222442694959703e+00
-3.775558825922414208e+00,-7.765928289844808319e+00,-3.019528811232403243e+00,1.225528131577081581e+01,5.360273818664946077e+01,1.005272953524635682e+02,1.324497569082197790e-01,-1.145781505675210532e+00
6.741634767782640481e+00,-2.181541244094191967e+01,6.036235814265919153e+00,9.488948447048830559e+00,4.698649157884781857e+01,6.478250251837688722e+01,5.364922376953896732e-01,3.789106574059077026e+00
9.921850685699080685e+00,7.120726887098918212e+00,9.499143062054098863e+00,1.200020820882559391e+01,5.936804812224096395e+00,2.054115908627176168e+01,-5.754372179517084351e-01,4.168262704256768814e+00
-1.745665454255926896e+00,-3.760523868630308186e+00,-6.126687287499222201e+00,-1.994926941854194880e+01,-8.771453023576903263e+00,-2.654119742057118003e+01,-3.047446066524687414e+00,-2.284685068691346466e+00
1.595677291715738022e+00,-2.916998922313909226e-01,2.724475559993555507e-02,-1.917631441416128979e+01,-5.372908814955309964e+01,-6.301257807515342790e+01,4.273590208535967605e+00,3.494770783209099285e+00
-2.921258520021843719e+00,-4.382440566102752122e+00,-6.381191545717559421e+00,3.686301105207558493e+00,-7.395503423585859082e+01,-7.988807104136279236e+01,5.537315967434117248e+00,2.778368506043929376e+00
-5.906654408745652951e+00,-1.543305234268850912e+00,-1.518971987579109140e+01,-1.936267648631565663e+01,-9.708113681078084767e+01,-7.641463987460795693e+01,2.708914487412295014e+00,-1.747360625469354112e-01
7.561458674321306361e-01,8.195066534763036259e+00,-8.178214463841584347e+00,-3.488907150954750591e+01,-6.031533451269158519e+01,-3.333789284277489173e+01,1.824489975186234458e+00,1.482211983334475125e+00
-3.261390970515260612e+00,1.808992902280013837e+01,-8.404962600459466415e+00,-9.849731251148321931e+00,-3.054196212215870787e+00,1.760554715100140299e+01,-4.262786800528367337e+00,-5.179824991121342315e+00
-6.847550509035540856e+00,-2.222505320235532622e+01,-6.569937530440999929e+00,1.394018917657068002e+01,2.416978465446581481e+01,3.649948798664674143e+01,-5.842174796852386720e+00,-6.597092246353515321e+00
2.764618004713943478e+00,-1.748766598832918007e+01,1.497753073635210797e+01,2.263790261566163764e+01,1.915272789521934982e+01,2.557343354302687644e+01,-4.218542616587406258e+00,-1.403891209549547492e+00
3.705092663559047317e+00,1.534937839879907173e+00,1.106700023633205632e+01,2.284886998019035076e+01,5.443797472990870290e+01,2.802629176910659581e+01,-8.697396526429286290e-01,9.298027515011102473e-01
5.255570198199187359e+00,7.717006002229725325e+00,1.143358494684221860e+01,3.734248858260765758e+01,1.174251711145428914e+02,2.490096308621900789e+01,2.746009279759522137e+00,4.227213577516270249e+00
3.782470319495251587e+00,9.975857064935290452e+00,1.624471667465758173e+01,2.858114060980157234e+01,4.263555693348032349e+01,-1.900794361816442546e+01,-2.870839942338989648e-01,2.514559101186716550e+00
1.163364121373072990e+01,1.267420426912449472e+01,9.539160579378267002e+00,9.799888774710982631e+00,-1.120903738832473238e+02,-8.072094147841056611e+01,8.725553395340902796e+00,1.164684951972918370e+01
6.780437560773142636e+00,-4.697145589894669016e-01,-2.288316120826661404e+01,-4.077746009399810845e+01,-1.733608724707549982e+02,-1.035278227644963209e+02,1.174185480312948293e+01,9.632520602616200023e+00
-6.446199954474440830e-02,-4.392587156695195283e+00,-1.962192497780874945e+01,-8.186833369595622401e+01,-4.619016343648046075e+01,-7.993303626095564596e+01,2.992665687864506818e+00,1.331051911482877159e+00
1.389724190480908117e+00,-1.492762224983310348e+00,-5.283681808290154436e+00,-7.290034800453152286e+01,-7.693639869971207190e+00,-3.901203960947681537e+01,-2.251607923728064620e+00,5.355733438738399244e-01
1.029645274737918115e-01,-7.275423120427841894e+00,-5.581504932389663054e+00,4.655457744058679737e-01,-3.744701197415154326e+01,3.181211325715423754e+00,-1.523452037421484828e+00,1.769276377087234620e+00
-4.980634892593004182e+00,-8.854595068507391531e+00,-6.964703314734173922e+00,4.456332934875452878e+01,-6.409784080894137048e+01,4.414697183312274831e+01,-6.653427825973697196e+00,-3.277628355955362061e+00
-1.402130761705242712e+01,-1.109761053259220809e+01,1.175931104672446637e+01,9.019537898583095625e+01,1.298500221729962618e+02,1.227077499206137077e+02,-1.400251617702348916e+01,-1.656433532763926308e+01
-1.154638145187381326e+01,5.110055506098413858e+00,1.877703489538538761e+01,3.199456280230293004e+01,2.734299322707091733e+02,1.560666186030528877e+02,-9.421475477906604112e+00,-1.595758845740254372e+01
4.170095604508373910e+00,1.046058541194940261e+01,1.145952760270160553e+01,-4.070935618483197516e+00,1.317463714852699468e+02,9.978204482983191781e+01,3.989562474439065198e+00,1.178905500035927645e+00
-1.768033794249741497e+00,-5.109457701120854622e+00,-4.326570055497080958e+00,1.264666062482964115e+01,3.853779611767598112e+01,5.176118054531262658e+01,4.260402868737389603e+00,2.457939934637805024e-01
-3.861739909329370946e+00,-4.716301457444352252e+00,-2.975693736168987247e+00,1.566199673015438343e+01,-1.701605329122070032e+01,1.228180055477274379e+01,1.449274288991956983e+00,-1.918179334046508533e+00
-1.490204492123329061e+00,-3.187679093849466128e+00,-2.559454287785767335e-01,-9.836407477291082557e-01,-2.512420020647802232e+00,8.654022834871575753e+00,-1.215145764771139447e+00,-1.572315069468132709e+00
-1.929932743439877196e-01,-4.537609696646827118e-02,-5.720258916666347559e-01,-1.067039714213368740e+00,-1.373388001882094756e+00,-3.111606618662207779e+00,-2.238066505317958255e-01,-1.619496493798738834e-01
-2.220637305106746950e+00,-2.056307964619654705e+00,-3.490047323171775240e+00,-1.443279365064270081e+01,-1.676022703845594819e+00,2.802075721987323220e+01,-1.008592032030531938e+00,-6.258761032939983426e-01
-2.927701069406832168e+00,-3.094806102713028473e+00,-4.283246700248868777e+00,-1.264942579952948698e+01,1.951929245893393006e+00,3.750936041365515905e+01,-2.615470329056739374e+00,-1.476717015724604121e+00
-6.127674945370777948e+00,-7.152065452910412624e+00,-9.712587799930370025e+00,2.304320855717687522e+00,-1.020160429013708736e+01,5.447735630529707862e+01,-3.134276247444114372e+00,-4.417343304831028661e+00
-6.730033314693127267e+00,-9.330120811277485160e+00,-1.977828545294736884e+01,-4.370883931173308667e+01,-5.315644297355384396e+01,4.956637748550740952e+01,-4.345144636103082547e+00,-5.364920835128002885e+00
3.848778112403143936e-01,1.429070089871236071e+00,-4.582944722348644362e+00,-2.502171535938365565e+01,-6.920300102935119924e+01,3.318519921851817855e+01,-2.048843455513377432e+00,6.311291951307538284e-01
9.876018897931713170e+00,1.260917382767325989e+01,1.062454997112964783e+01,-9.530646764031782681e+00,-1.176379157957083095e+02,1.294807269266349437e+01,4.413148160519563490e+00,8.283502064408899912e+00
-2.973773533010182213e-01,1.362167033197767108e+00,9.673240089130125341e+00,3.035638279174077780e+01,-2.250836252859059528e+00,-1.955161908191870168e+01,-8.850284518425864944e-01,-6.360081694301347177e-01
-2.130583650691762809e+00,3.069762718389075218e-01,8.759505202016324432e+00,3.793451046226820722e+01,7.796159370797565202e+01,-4.572242799168591887e+01,-2.007370099710876765e+00,-4.097813499033245321e+00
-2.616523507714537899e+00,-1.743178416756109073e+00,-4.016379677172278839e+00,3.232493191888339723e+00,7.607365770117911552e+01,-3.987349765338527163e+01,-1.193931616239354065e+00,-3.494549147508122289e+00
-3.765768446601302610e+00,-5.606687274041978419e+00,-1.194644284944089740e+01,-5.197914850011342125e+00,4.342040593562719408e+01,-3.792772081540004336e+01,-2.698663858567021290e+00,-2.109970502549529670e+00
2.619943296760305795e+00,5.280536129791783218e+00,7.703754901652101417e+00,-7.698993263582778468e-01,1.549835004937030192e+00,-5.030804672785868092e+01,-7.321068889003712332e-02,2.432498166343197710e+00
5.356933428707836065e+00,8.775214121642044063e+00,1.473924231593098000e+01,3.441674050231457116e+00,2.445272152803469723e+01,-1.540018843332250853e+01,5.196539732099223485e+00,5.610016474171271028e+00
-2.835449929518457424e+00,-2.984758971898264335e+00,7.116447202139175587e-01,2.911116174012023805e+01,6.127642495135676626e+01,2.088538419886317143e+01,-1.018903046265718704e+00,-3.028044706084041859e+00
-4.194944761738220507e+00,-4.449758990481727849e+00,2.216025772834765206e+00,2.751395651168735057e+01,3.909281494554909386e+01,4.819228418112439272e+01,-1.797949841940008398e+00,-4.349047577071509352e+00
4.062601142227981299e+00,2.834147016555252474e+00,6.670947884442552045e+00,-5.447622368521969349e-01,-2.455697017771570501e+01,7.365561995379863447e+01,5.245588036373455054e+00,4.133808080961516751e+00
6.361701963004649407e+00,1.036067604805584352e+00,-7.403418664456928866e-01,-1.373120044457047229e+01,-1.046396994790498098e+02,4.632618919070392849e+01,7.035758077204412153e+00,6.829395590472788768e+00
4.744211753072343107e+00,-2.632694818566530426e+00,-1.094993702270567049e+01,-1.330311551873357523e+01,-4.420727141546940686e+01,-3.354737699874457491e+01,-3.635049805782131216e-02,3.860640994377560808e+00
-1.628797061548816760e+00,-1.005995567172959859e+01,-2.120406034291836050e+01,-1.796811880559886276e+01,5.561102160323829935e+01,-6.396683122092124307e+01,-4.061288332619172436e+00,-1.973557885441200810e+00
-9.812334900525776504e-01,-6.003560101129719939e+00,-6.599621884174039721e+00,-5.176510105677959217e+00,1.047966195310984361e+01,-4.762098387219430151e+01,9.673144050820368101e-01,-1.165019868969987549e-01
-4.398991786222557820e+00,-2.562154573258325740e+00,8.721218527312812441e+00,-1.828690589055372229e+01,3.458971454866648543e+01,-1.292018892333982905e+01,-1.583649458731460236e+00,-5.260420244985368754e+00
7.550234215289219897e-01,-2.426316993550404533e+00,1.813811447180714964e+00,-4.336298689317217026e+01,1.106788401643712616e+00,-1.723993193853264216e+01,-1.125509979720332732e-01,-2.466828584553510950e-01
