emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7
1.891271540342961632e+00,1.841493602882185776e+00,2.379243382735453771e+00,1.898268384794075114e+00,-2.384546521459824930e-01,-3.210317931330699537e+00,-2.219394256498604667e-01,1.407740982382294170e+00
7.682251466813594387e-02,2.676682215916191820e-01,1.546805594202631084e+00,2.560449318950507980e+00,1.083399405396344761e+01,1.049321010582121616e+01,-2.108490708054215013e+00,-6.619673743535769983e-01
-2.265497389223443570e+00,-2.603414702525206348e+00,-2.813903324249055204e-01,3.421151811534383302e+00,1.841399859917405735e+01,1.967320773902902076e+01,-2.967130926981955241e+00,-3.406352133469922716e+00
-1.343124132135836479e+00,-1.888817316088394316e+00,1.768402285782627037e-01,3.664963662313416748e+00,1.440082421857339767e+01,1.850791286107233802e+01,-1.440760748758092014e+00,-1.277606015485677204e+00
-2.912328960311858506e-01,-2.068067961935327048e-01,6.329582312992216853e-01,1.169007366718331165e+00,8.803477838152499402e+00,2.034906106490477740e+01,-1.013567539149030861e+00,4.512234778259105461e-02
-4.497724183704395529e+00,-3.758197588072583084e+00,-3.738900903254513963e+00,-5.006613600198281055e+00,-9.831191218391577280e-01,6.011472482735882750e+00,-4.536248015763176156e+00,-4.405050975909297506e+00
5.904009394100837582e-01,1.445902643472454230e-01,-4.641006867527838198e-01,-2.907041009763302597e+00,-1.176658476614442961e+01,-8.807373399556961857e+00,6.481846219760027950e-01,3.016524501466211206e-02
8.099439212630617391e+00,8.536994534588542294e+00,8.011989418654700046e+00,6.629028881877305324e+00,-1.666390526390169669e+01,-3.808949605646266434e+01,7.705895883269597846e+00,7.216885383194265202e+00
3.657863834139734038e+00,3.438641203766541921e+00,2.383461289049840115e+00,-1.102498695262751793e+00,-2.333668890637235904e+01,-5.800560658382309498e+01,3.219720552127492752e+00,3.009032700035818131e+00
2.781433312397756374e-01,9.426942818517192180e-02,-8.504395212159641115e-01,-3.989198087036898599e+00,-1.423269945380233281e+01,-2.072457401246765585e+01,1.726723109424020297e+00,2.660391099510868163e-01
2.990637881713267276e-01,-1.829687795870065248e-01,-2.939237857920535824e-01,-6.635356035785462403e-01,1.301842724488951930e+01,2.973533377756384510e+01,1.911316869123487638e+00,1.225360869128304220e+00
-2.361346936429315146e+00,-3.402693901203845073e+00,-4.557765191464640431e+00,-1.654962884553904834e+00,2.001764116857078335e+01,4.310622995559405979e+01,4.733917411008459197e-02,-8.797188746146664684e-01
-4.903568233702791268e+00,-4.728762707729657677e+00,-3.501878581893062226e+00,2.092472300124788465e+00,1.570256963078614554e+01,2.531450091132155933e+01,-3.840196076226917832e+00,-4.658646978010903439e+00
3.716643530159826625e-01,1.255642290878693945e+00,3.101608757654312321e+00,4.962591699751827790e+00,1.287452441844422779e+01,1.834142026115418034e+01,1.503008221818003420e+00,-2.140459968662100643e-02
1.616757899119019903e+00,1.415888082100880130e+00,2.528657333672357233e+00,3.364027941733682248e+00,7.418854814680102550e+00,4.689064361981678530e+00,2.442353067485180773e+00,2.424758262146871957e+00
-1.575884535161198308e+00,-2.103163892398488333e+00,-1.907002591227508814e+00,-3.933185536827507711e+00,-5.297870792332727063e+00,-1.194921278930393527e+01,-4.711440086305285213e-01,-3.182535374381271209e-01
-5.516711094260250192e+00,-5.778865951072514662e+00,-6.747851238401469054e+00,-9.284762588715448572e+00,-1.338026747636244806e+01,-1.478181263469135054e+01,-3.699653247177014492e+00,-4.408829299771793941e+00
-8.681166610512640602e-01,2.060571914659101722e-01,-1.547563519195559234e+00,-2.211549900924031142e+00,-1.034452012166786794e+01,-1.123352561363741842e+01,-2.968041431959650645e+00,-1.840702917371386249e+00
6.229600908768480494e+00,7.671835107431005163e+00,5.440891707266415800e+00,4.210987051115748336e+00,-9.102516613647647858e+00,-1.170842587856546757e+01,1.614738181926527183e-01,4.167154935017622464e+00
1.638990737102136608e+00,2.731699554745641745e+00,2.138684427481372996e+00,1.697520967354798627e+00,-9.550590787295480055e+00,-1.155710758010586758e+01,-3.838476980124471805e+00,-3.663787024956893790e-01
-1.613539332238616009e+00,-1.712505100841321459e+00,-1.275454929745887700e+00,-1.403758110167915296e-01,-3.961653341739904022e+00,-5.307044174429407235e-01,-3.582457848072717610e+00,-2.701689592900009096e+00
-8.526845867479897478e-01,-4.363134260294068145e-01,2.399893307631745798e-01,2.090440735581682308e+00,8.618296159607755413e+00,1.991722365280353202e+01,8.290506839492679525e-01,3.175175996072803208e-01
-1.828945872903717573e+00,-2.013361469871206566e+00,-7.008448482460766238e-01,3.941702519656705705e-01,1.018404209113189651e+01,9.510788732158749426e+00,3.367786045901581815e-01,-1.171204721703795748e+00
-4.923518660669644831e+00,-5.420735819864034966e+00,-3.263953996306788952e+00,1.343923237814381721e-02,6.004785073811758522e+00,1.030688324083572383e+01,-1.291487949156464810e+00,-3.990777091261808796e+00
2.711239552050387136e+00,1.930460295570522788e+00,2.474707735455460522e+00,1.876752931667414082e+00,9.559639172987477451e+00,4.389125816638880906e+00,3.638490535533693393e+00,2.793980527055906826e+00
3.206102833075330949e+00,2.960514707687309954e+00,3.949286838246346409e+00,3.035958391720494642e+00,5.830190355938653646e+00,-1.814779402822816579e+00,3.622628135407186534e+00,3.490282774957463641e+00
4.201617010441738742e+00,3.605766316473301814e+00,3.352150096071628393e+00,2.521344857184026012e+00,-3.156754040175201226e+00,-9.030994803870946441e+00,5.255083923111349087e+00,4.808556251080874588e+00
6.483136362903110239e-01,2.370479099414448676e-01,-1.218262528007644008e+00,-2.429841809470438818e+00,-1.321692815625370088e+01,-1.945021812928882099e+01,1.264432008422275544e+00,9.071693002164757935e-01
4.076104974594873198e+00,3.021045725465016485e+00,1.895712442668740616e+00,2.436456638911145056e+00,-1.055624135677739872e+01,-1.602196364106475102e+01,3.804196095025102586e+00,3.491802425167856772e+00
2.250048933945686613e+00,1.647158167191834943e+00,7.781404889423026994e-01,-1.863308204615566011e+00,-3.481895964071201721e+00,-4.655782492915786719e+00,1.877774411779891572e+00,2.417053073365940108e+00
5.115898142130053117e-01,3.578264136325548517e-01,-1.526979243522639251e-01,-1.750100702352104687e+00,4.071329553755663966e+00,4.671296126371741408e+00,-3.655265928521336249e-01,9.787827038977243710e-01
-6.048798920118587663e-01,-1.434541982964829376e+00,-1.420465464192545157e+00,-1.856450199068014228e+00,4.875502408884150540e+00,8.327976981406946422e+00,-1.616625766396827757e+00,-8.484428605369793708e-01
-5.328661642853498748e+00,-5.859732693061685538e+00,-5.257605515574773847e+00,-5.382564210676634708e+00,3.322196664813352740e+00,7.306050092249535055e+00,-6.852690439513361653e+00,-6.597125915269335117e+00
-4.668531751331230772e+00,-3.993844341554258826e+00,-2.569494437219506988e+00,-7.847573325364542995e-01,6.577910582539431061e+00,1.187653872641194042e+01,-6.579140222027148432e+00,-5.881678768045551564e+00
4.376922576662130027e-01,2.074155971303874857e+00,1.873383353866620915e+00,2.976961673200441361e+00,7.819333600337706969e+00,1.698884011834363150e+01,3.167150215633656174e-01,6.525917399729808110e-01
-6.000162652286519460e+00,-4.520470302439220767e+00,-5.117557185394442598e+00,-5.662652748638283384e+00,-2.739797834780197228e+00,2.517541075569113218e+00,-1.947701013761677924e+00,-4.629697159602225831e+00
-4.478599472168216522e+00,-5.622605894592707543e+00,-6.414977430274891645e+00,-5.436349838071409479e+00,-1.007128181342270068e+01,-1.207615156711928606e+01,-9.390279566786086107e-01,-3.015615544937189085e+00
-7.416981306700698440e-02,2.362453431605131549e-01,2.580708282638299877e-01,-6.612724381319008415e-01,-9.705147798507182344e+00,-1.292246281753618575e+01,-1.303226637143191091e-01,-3.251752529055331742e-01
4.708114601369312702e+00,5.585425204538021049e+00,5.903685613224718409e+00,4.475673770474536184e+00,-3.333214526956355783e+00,-7.261090557352117614e+00,2.372330876562140034e+00,3.634785109327961283e+00
2.125460480651477635e+00,5.327491223579754021e+00,7.431864925428631530e+00,3.770783747928305729e+00,-4.770300984767059660e-01,-6.565219146463530109e-01,-1.291715979264579595e+00,1.097577662814988253e+00
9.717093223470227858e-01,1.849100215856245288e+00,1.533285193691979131e+00,3.089128707378915983e+00,2.095745494467792014e+00,6.417778330627449179e+00,-1.005247581363993836e+00,3.877226111648981455e-01
-1.914723563597784395e+00,-4.094052792740670910e+00,-6.493159305906113232e+00,-6.408053021505102365e-01,6.810784208122952599e+00,1.366935178634915360e+01,7.888936862851825271e-02,-9.543571425129242503e-01
2.070615762059906828e+00,-2.717312768653501465e-03,4.916323450184204580e-01,3.297705571077803821e+00,1.235989741409749776e+01,9.127525037196333457e+00,2.528583033110000766e+00,2.010163106821790002e+00
2.412090568152106762e+00,2.406168622948450686e+00,3.701930642217692302e+00,5.046148238817185216e+00,1.232399119475650373e+01,9.856869278812368407e+00,3.217570713925971049e+00,2.592517612195204713e+00
3.193260287529235519e+00,3.801332321689858240e+00,3.905927952776945489e+00,3.441042963200774185e+00,5.461633319775661022e+00,8.779234018396152806e+00,4.365052099039766098e+00,3.416020309440038982e+00
1.762134254706329894e+00,1.988719288562646570e+00,1.980762596623693694e+00,6.551505580919223526e-01,-1.324510889796854940e+00,1.627885515228978619e+01,2.490808038248148115e+00,1.805812112445467132e+00
4.348676861004322269e+00,2.461775963929706990e+00,1.604422955957053087e+00,5.777029833922355806e-01,-1.015984888662544350e+01,-1.619682182695895634e+01,5.709410983559802588e+00,4.599463805727967980e+00
6.258189847785846638e+00,6.471108368031008418e+00,5.449732640430125841e+00,-7.543940510954498802e-01,-2.561367731459371910e+01,-6.275817122061431519e+01,4.317303200150989007e+00,5.823193501181759046e+00
-2.082533631484418279e+00,-1.205442173459660538e+00,-1.930193919078564413e+00,-7.870532882183908896e+00,-2.704231633721150274e+01,-6.420626993993388965e+01,-3.479886872037831758e+00,-1.663464555070778061e+00
-7.507233815103127483e+00,-7.682077691721961976e+00,-7.428704816689817747e+00,-4.191230840486372955e+00,-7.284607208121478550e-01,-5.121691316017461304e+00,-7.374058762875183248e+00,-7.145427133820418497e+00
-6.676037231499564406e+00,-6.569262712060764287e+00,-5.466725895814372294e+00,-1.840226800628327997e+00,8.710326628061299203e+00,3.302744513145131577e+01,-6.570790166321235581e+00,-6.582994707570666293e+00
-2.333603587997678197e+00,-2.620984777238105412e+00,-8.158789544485314238e-01,1.636828708501731455e+00,1.754311385879379159e+01,3.538967968310025469e+01,-8.854371385122385973e-01,-2.023210664606081899e+00
-4.156411530887885952e+00,-4.844079326841640665e+00,-3.356850333441850687e+00,-1.281481697125586461e+00,1.393492420571570278e+01,2.564115139842461488e+01,-3.088735687818931819e+00,-3.934232933552242351e+00
3.086346802554685631e+00,2.646519561664624653e+00,2.842056220891774565e+00,3.717366014762002457e+00,1.332780750601543218e+01,2.280766548965080176e+01,1.917471397776776776e+00,2.370991795639865174e+00
5.046090052234392331e+00,5.287034474531917994e+00,3.621822792186415008e+00,5.680497856855201810e+00,1.034810194215759083e+01,1.650443455333458331e+01,3.721703315441209803e+00,4.364707512627383323e+00
2.195071760749282674e+00,1.847880688072164101e+00,6.257697532176724753e-01,1.874165743313128685e+00,3.100208577895752882e+00,5.040532302018210231e+00,1.385512268616876597e+00,2.090078470402565891e+00
-1.158866243908660332e+00,-7.258937522348487548e-01,-1.709871312537983190e+00,-2.287899610387172267e+00,-7.678505095541366288e+00,-9.315370258641575418e+00,-1.860114046782349151e+00,-1.741301175602481432e+00
-1.243002992348044122e+00,-1.266404591199168150e+00,-1.795550212171647786e+00,-3.507446531945079826e+00,-1.328796902064310714e+01,-1.692391689608095362e+01,-2.199811935909999239e+00,-1.123815122498118324e+00
-1.816609604626767460e+00,-2.249107377327745905e+00,-3.139663002434736505e+00,-7.964573928510903400e+00,-1.249476718442625511e+01,-1.578402686774253638e+01,-1.633770856889208645e+00,-1.117757756555863624e+00
-1.892561637211352288e+00,-2.689595161875671714e+00,-2.317592114149671811e+00,-4.598403630972349276e+00,-1.018063023166399361e+01,-1.114157318212773085e+01,-1.398905120698153759e+00,-2.243400256404421977e+00
-9.443431084243527618e-01,-1.294270618430218622e+00,-1.073413293962548032e+00,-1.747997722738073634e+00,-2.097676703759317363e+00,-1.456654493381577709e+00,9.820666311097596690e-01,-5.782204612088148732e-01
-1.872067505692230904e+00,-4.842098958789257113e-01,-6.070488600426564574e-01,-1.850866591499510605e+00,3.438171621827237345e+00,1.627966199093400235e+00,-1.626705500376641744e+00,-1.614910166889934162e+00
2.145721358983410099e+00,4.136180767426899330e+00,5.275767560577881099e+00,6.692892909758238140e+00,9.245624546731754378e+00,8.081237301726842404e+00,2.409109490400970000e+00,2.110814146514721212e+00
2.700231598495019369e+00,3.373316564074715362e+00,4.869351761096898379e+00,6.610276320548890361e+00,1.007385641425065081e+01,1.154411563108901362e+01,3.052621582239457343e+00,2.452090341363348358e+00
1.985927334309419923e+00,2.707291417207976725e+00,3.376453633099734120e+00,3.826384992655867734e+00,6.948429562243296331e+00,1.165577009306041489e+01,2.245178725613556914e+00,1.442084002006887911e+00
-2.921180638188274781e+00,-2.504099547974665718e+00,-2.160554977487418427e+00,-7.343576631046389025e-01,-9.921420527274840140e-01,-6.833063596987845045e-01,-2.864009310404497910e+00,-3.192530178648126160e+00
-3.591149044624908360e-01,1.745254141071055365e-01,-3.821327753730185961e-02,-3.491864869936787130e-01,-8.897447908540488726e+00,-1.484485542309798412e+01,-9.690716724414523142e-01,3.249902022741720242e-01
4.636427754624968145e+00,5.246290259276031875e+00,3.523590976593224955e+00,1.592471912525539768e+00,-1.159331055978238822e+01,-2.279688319915962325e+01,4.331829729735535039e+00,5.547853068669637011e+00
5.065207657123879770e+00,3.879684292277754576e+00,2.520876297892270745e+00,2.057986674838353736e+00,-6.713507954770983943e+00,-1.266529855047716779e+01,5.813627280542650766e+00,5.343953581057996338e+00
2.033080241891660034e+00,9.554762737400821493e-01,6.774921052712423730e-01,2.273953832462095370e+00,3.964205526932426338e+00,1.392475275368743937e+00,3.113458678582042616e+00,2.593895435450680687e+00
-1.711524148077417928e+00,-2.301391597862416205e+00,-2.142618502669669578e+00,-1.298419892512856055e+00,3.669101668560403873e+00,4.382691795010766000e+00,-1.289555889714141035e+00,-1.241804561749001223e+00
-5.498663763460165388e-01,-1.270433353979802060e+00,2.305483284077339823e-01,1.662254582405481518e+00,8.757401281418845329e+00,1.028482277140285817e+01,-2.024541381484597391e+00,-1.341318470275913999e+00
-4.877143743412986510e+00,-6.515739696218238564e+00,-4.471381278252515301e+00,-1.406767906326851669e+00,4.902883647875327711e+00,7.299398182819016867e+00,-4.597557195528835017e+00,-5.165035657930388879e+00
-4.265555289858615318e+00,-5.374713778434601963e+00,-4.888089224783696451e+00,-4.857403647301999250e+00,9.224144800974234393e-01,5.209116088716248427e+00,-3.320101526122852587e+00,-4.228097737290490876e+00
5.190114347783003623e-02,-8.777439247933047639e-01,-1.374597294994454266e+00,-1.828427888341884522e+00,5.314372902035564117e+00,1.007937348661486254e+01,-3.591846994708047802e-02,-3.714970786494378174e-01
-4.929450660693309061e+00,-5.272876738466930391e+00,-4.293002646438699443e+00,-4.510317026704112386e+00,-4.561544089336351249e-01,4.379926181876412805e+00,-5.776222089482949684e+00,-5.358581699040437130e+00
-1.708900008834910444e-01,-7.961598014041726401e-03,-4.357835828610889806e-01,-2.012629030782786543e+00,-3.720678417399326143e+00,4.441880870164576223e-01,-8.519650240144756026e-01,-4.336474120131397214e-01
1.314900834550872144e+00,2.121363548764337192e+00,8.931818003339597745e-01,-1.819994856755158708e+00,-8.365343442566043564e+00,-5.365140693629357749e+00,1.426072062469902146e+00,1.337638336067174638e+00
3.126099032345843742e+00,3.655509222702617134e+00,1.728731453114931593e+00,-7.723673291419101972e-01,-8.709350974860704753e+00,-7.132074837396994660e+00,2.064371177736974428e+00,2.575190255406496931e+00
2.697294509198824741e+00,2.982578234523611815e+00,1.516504953485795948e+00,1.334773212657733410e+00,-3.111047249494050426e+00,3.303124731611887466e+00,1.543417912783872747e+00,2.317038838315289340e+00
2.122431674670965496e+00,2.983995820984704395e+00,2.470454426301136763e+00,4.102847918077742406e+00,6.771764071702635945e+00,1.319291513497248403e+01,8.898482812805904585e-01,1.872820129874319894e+00
1.376848782480310618e+00,2.471459013697211660e+00,2.678058991409792533e+00,4.438146158041429423e+00,1.031726313586544208e+01,3.876598225735958358e+00,-9.675690443266649066e-01,7.446783972147739128e-01
-4.094363094162465799e+00,-2.999603449303640090e+00,-2.642695771131060134e+00,-1.197065350387721328e+00,3.801888390815371110e+00,4.589693838226322598e+00,-3.547352924039383737e+00,-3.758715610635196658e+00
2.842098954947671174e+00,3.824204102459245469e+00,3.007309548412305134e+00,1.485329129452635843e+00,6.631692163022515629e-01,-1.434815845304101423e+01,3.308714350171808594e+00,3.246235593617603499e+00
6.335177737061274961e+00,8.209640869909030414e+00,8.289009997370467175e+00,6.450632938987973297e+00,-3.583041966124185684e+00,-3.270480012819261617e+01,5.449917359030452602e+00,5.847579975534959118e+00
7.646557596631700093e-01,2.170171694544169583e+00,4.574223968977316979e+00,2.450762248810063326e+00,-1.046610378451599210e+01,-2.277298767673978475e+01,-7.846198723645825268e-02,-1.297244430860722275e-02
-2.395235955466898048e+00,-2.698740410072058893e+00,-7.254481961000136536e-01,-1.840902407576653133e+00,-6.346946710171378569e+00,-3.173681178754431897e+00,-1.541357793848566526e+00,-2.150459894822429163e+00
-6.631215590221644085e+00,-8.247878726386225878e+00,-7.909619627343138504e+00,-6.577582146731436374e+00,-1.655986757122279496e+00,1.391048612329536027e+01,3.017348412556604131e-01,-4.058268000931620101e+00
