emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
8.053067110315666882e-03
6.039800332736750162e-03
4.529850249552562838e-03
3.397387687164422129e-03
2.548040765373316488e-03
3.792420850606882578e-03
2.844315637955161825e-03
2.133236728466371586e-03
1.599927546349778689e-03
1.458529553285197898e-03
1.093897164963898369e-03
8.204228737229237768e-04
6.153171552921928326e-04
4.614878664691445974e-04
3.461158998518584209e-04
2.595869248888937886e-04
1.946901936666703414e-04
1.182532246853768010e-02
8.868991851403260074e-03
6.651743888552445055e-03
4.988807916414333792e-03
3.741605937310750127e-03
2.806204452983062595e-03
2.104653339737297055e-03
1.578490004802972791e-03
1.183867503602229702e-03
8.879006277016722763e-04
6.659254707762541801e-04
4.994441030821906080e-04
3.745830773116429289e-04
2.809373079837321967e-04
2.107029809877991339e-04
1.580272357408493505e-04
1.185204268056370128e-04
8.889032010422776302e-05
6.666774007817082904e-05
6.328616758577211045e-03
4.746462568932908500e-03
4.333757830706527585e-03
1.100497655929256677e-02
1.588543125430834715e-02
1.713177457949307744e-02
1.382611382676912290e-02
1.036958537007684131e-02
1.668389173595102859e-02
1.251291880196327144e-02
1.797828889205378353e-02
1.348371666904033678e-02
1.011278750178025258e-02
7.584590626335189004e-03
5.725499841429592882e-03
4.294124881072194228e-03
1.078194645464264877e-02
1.005025994890272091e-02
9.483732946791592969e-03
1.258980910564652146e-02
1.314683440429319228e-02
1.330821697650514182e-02
1.275082900124394417e-02
9.563121750932958992e-03
7.172341313199719244e-03
5.379255984899789650e-03
4.034441988674842237e-03
3.025831491506131461e-03
3.615008889443903795e-03
2.711256667082927955e-03
1.159200943323946548e-02
8.694007074929599108e-03
8.155305504985912307e-03
1.232319225204729293e-02
2.144496540656394556e-02
2.795969222990637298e-02
4.032233157497999709e-02
5.011808003817259938e-02
3.758856002862945300e-02
4.667238745494585450e-02
4.461593027128911426e-02
6.083490043825476312e-02
8.122939173336288232e-02
9.682601726544913523e-02
