accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.510110050000000426e-01,-5.033556449999999627e-01,1.501460999999999942e-02,-1.724380000000000024e+00,8.850799999999999779e-01,-1.526000000000000023e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.508278999999999703e-01,-5.053087649999999931e-01,1.647944999999999965e-02,-2.075359999999999872e+00,2.044839999999999769e+00,-2.807839999999999669e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.511941100000000038e-01,-5.066515350000000417e-01,1.770015000000000130e-02,-1.449699999999999989e+00,2.624719999999999942e+00,-3.311420000000000030e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.477761500000000616e-01,-5.072618850000000235e-01,1.678462500000000093e-02,-1.113979999999999970e+00,3.830259999999999998e+00,-2.899399999999999977e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.475930449999999894e-01,-5.086656900000000592e-01,1.641841499999999870e-02,-1.663339999999999819e+00,5.157879999999999576e+00,-3.692919999999999980e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.472268350000000670e-01,-5.093370750000000280e-01,1.525874999999999974e-02,-2.548419999999999686e+00,5.005279999999999951e+00,-3.708180000000000032e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.467385550000000594e-01,-5.123277900000000606e-01,1.507564500000000036e-02,-2.578939999999999788e+00,5.356259999999999799e+00,-4.333839999999999471e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.476540799999999765e-01,-5.141588400000000059e-01,1.300045500000000104e-02,-2.090619999999999923e+00,5.829320000000000057e+00,-3.219859999999999722e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.481423599999999841e-01,-5.153185049999999823e-01,1.068112499999999965e-02,-2.105879999999999974e+00,4.822159999999999336e+00,-2.929920000000000080e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.482644299999999582e-01,-5.146471200000000135e-01,8.117654999999999663e-03,-2.533160000000000078e+00,4.303319999999999368e+00,-1.999059999999999837e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.491189199999999992e-01,-5.148912599999999617e-01,8.483865000000000156e-03,-3.555579999999999963e+00,3.372459999999999791e+00,-1.587040000000000006e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.494851300000000327e-01,-5.155016100000000545e-01,7.690409999999999954e-03,-3.204599999999999671e+00,3.265639999999999876e+00,-1.373399999999999954e+00
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.485085700000000175e-01,-5.158678199999999769e-01,7.080059999999999999e-03,-3.647139999999999826e+00,2.472119999999999873e+00,-7.935200000000000031e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.484475350000000304e-01,-5.171495550000000385e-01,5.981430000000000254e-03,-3.189340000000000064e+00,2.029579999999999718e+00,-5.493599999999999595e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.486306399999999917e-01,-5.170274849999999534e-01,4.577625000000000097e-03,-3.357199999999999740e+00,1.648079999999999989e+00,-3.967600000000000016e-01
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.476540799999999765e-01,-5.151354000000000211e-01,4.028310000000000224e-03,-2.975699999999999790e+00,1.083459999999999868e+00,-3.906559999999999810e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
-8.467995900000000464e-01,-5.142809099999999800e-01,4.028310000000000224e-03,-3.097779999999999756e+00,2.212699999999999889e+00,-1.205539999999999834e+00
